tools	annotation	candidate EDAM term label	Validation expert	Commentaire expert 1	Commentaire expert 2	hasExactmatch	hasBroader	hasNarrower	EDAM term URI	Comment	domain	edam_category	Commentaire expert 3
SNF	similarity matrices	Matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2082		Systems_biology	formats	
String.db	confidence scores	Score	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1772		Systems_biology	formats	
String.db	enrichment results	GO-term enrichment data	No	EDAM term more specific than annotation		No	No	Yes	http://edamontology.org/data_3754		Systems_biology	formats	
String.db	gene name	Gene name	Yes			Yes	No	No	http://edamontology.org/data_2299		Systems_biology	formats	
String.db	interaction networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
String.db	organism-specific queries	Organism identifier	No			No	Yes	No	http://edamontology.org/data_1869		Systems_biology	formats	
String.db	protein identifiers	Protein family identifier	No	EDAM term more specific than annotation		No	Yes	No	http://edamontology.org/data_1075		Systems_biology	formats	
String.db	protein name	Protein name	Yes			Yes	No	No	http://edamontology.org/data_1009		Systems_biology	formats	
String.db	sequences	Sequence	Yes			Yes	No	No	http://edamontology.org/data_2044		Systems_biology	formats	
String.db, eggNOG-mapper	functional annotations	Sequence record	No			No	Yes	No	http://edamontology.org/data_0849		Systems_biology	formats	
CarveMe	automated model reconstruction	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
CarveMe	draft model generation	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426		Systems_biology	operations	
CarveMe	gap-filling	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
CarveMe	gap-filling of metabolic models	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660	no matching annotation	Systems_biology	operations	
CarveMe	reconstruction of metabolic networks	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
COBRApy	constraint-based simulations such as fba	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426		Systems_biology	operations	
COBRApy	construction or modification of metabolic models	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
COBRApy	flux variability analysis	Fluxomics	No	Same as in topics, two different concepts for me		No	Yes	No	http://edamontology.org/topic_3955	topic not an operation	Systems_biology	operations	
COBRApy	gene deletion analysis	Deletion detection	No	A bit vague		No	Yes	No	http://edamontology.org/operation_3962		Systems_biology	operations	
COBRApy	metabolic network simulation	Metabolic network simulation	Yes			Yes	No	No	http://edamontology.org/operation_3660		Systems_biology	operations	
COBRApy	model parsing and manipulation	Parsing	No	Too vague		No	Yes	No	http://edamontology.org/operation_1812		Systems_biology	operations	
COBRApy	optimization	Optimisation and refinement	Yes			Yes	No	No	http://edamontology.org/operation_2425		Systems_biology	operations	
Cytoscape	app-based extensibility	no_matching_term				No	No	No		no matching operation	Systems_biology	operations	
Cytoscape	automation via scripting	no_matching_term				No	No	No		no matching operation	Systems_biology	operations	
Cytoscape	cluster detection	Clustering	Yes			No	Yes	No	http://edamontology.org/operation_3432		Systems_biology	operations	
Cytoscape	construction of networks	Network analysis	Yes	I would have said no here as building networks is different from analysing the networks once they are built, but the first reviewer said yes		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	The EDAM definition seems ok for me (if we considere generate similar to construct)
Cytoscape	data integration	Data integration and warehousing	No	"I think in EDAM ""data integration"" is different from what we think about data integration, it's more related to requesting different data sources and databases"		Yes	No	No	http://edamontology.org/topic_3366	topic not an operation	Systems_biology	operations	I'm agree with the expert 1
Cytoscape	edition of networks	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
Cytoscape	graph metrics	no_matching_term				No	No	No		no matching annotation	Systems_biology	operations	
Cytoscape	graph topology	Topology diagram drawing	No	I don't think edam refers to the same thing as cytoscape here		No	Yes	No	http://edamontology.org/operation_2486		Systems_biology	operations	no
Cytoscape	network exploration	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
Cytoscape	network visualization	Network visualisation	Yes			Yes	No	No	http://edamontology.org/operation_3925		Systems_biology	operations	
eggNOG-mapper	annotation of genes and proteins using multiple functional databases	Annotation	Yes			No	Yes	No	http://edamontology.org/operation_0226		Systems_biology	operations	
eggNOG-mapper	domain prediction	Prediction and recognition	No	Too much vague?		No	Yes	No	http://edamontology.org/operation_2423		Systems_biology	operations	
eggNOG-mapper	hierarchical annotation	Annotation	Yes			No	Yes	No	http://edamontology.org/operation_0226		Systems_biology	operations	
eggNOG-mapper	large-scale sequence analysis	Sequence analysis	Yes			No	Yes	No	http://edamontology.org/operation_2403		Systems_biology	operations	
eggNOG-mapper	orthology mapping	Mapping	No	Too much vague?		No	Yes	No	http://edamontology.org/operation_2429		Systems_biology	operations	
Fluxer	customizable layout creation	Topology diagram drawing	Yes			No	Yes	No	http://edamontology.org/operation_2486		Systems_biology	operations	
Fluxer	flux balance analysis (fba)	Fluxomics	No	Same as in topics, two different concepts for me		No	Yes	No	http://edamontology.org/topic_3955	topic not an operation	Systems_biology	operations	
Fluxer	flux diagram rendering	Topology diagram drawing	Yes			No	Yes	No	http://edamontology.org/operation_2486		Systems_biology	operations	
Fluxer	interactive visualization	Visualisation	Yes			No	Yes	No	http://edamontology.org/operation_0337		Systems_biology	operations	
Fluxer	metabolic model simulation	Metabolic network simulation	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
Fluxer	metabolic model visualisation	Network visualisation	Yes			No	Yes	No	http://edamontology.org/operation_3925		Systems_biology	operations	
Fluxer	pathway mapping	Pathway analysis	Yes			No	Yes	No	http://edamontology.org/operation_3928		Systems_biology	operations	
GSEA	functional enrichment analysis	Enrichment analysis	Yes			No	Yes	No	http://edamontology.org/operation_3501		Systems_biology	operations	
GSEA	gene set enrichment analysis	Gene-set enrichment analysis	Yes			Yes	No	No	http://edamontology.org/operation_2436		Systems_biology	operations	
GSEA	gene set scoring	Enrichment analysis	Yes	I think gene set scoring is more related to functional enrichment		No	Yes	No	http://edamontology.org/operation_3501		Systems_biology	operations	 functional enrichment or enrichment analysis
GSEA	multi-omics integration	Omics	No	the annotation is a process, an operation whereas the term is more refering to data		No	Yes	No	http://edamontology.org/topic_3391	Topic not an operation	Systems_biology	operations	
GSEA	rank-based enrichment	Enrichment analysis	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_3501		Systems_biology	operations	I would say yes
GSEA	single-sample variant	Sample comparison	No			No	Yes	No	http://edamontology.org/operation_3731		Systems_biology	operations	
GSEA	statistical permutation	Statistical calculation	Yes			No	Yes	No	http://edamontology.org/operation_2238		Systems_biology	operations	
GSEA, String.db	visualization	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337		Systems_biology	operations	
MOFA2	bayesian inference	Statistical inference	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_3658		Systems_biology	operations	
MOFA2	feature weights inspection	Feature extraction	No	no, inspection is different from extraction I presume		No	Yes	No	http://edamontology.org/operation_3937		Systems_biology	operations	no
MOFA2	joint matrix factorisation	Dimensionality reduction	Yes			No	Yes	No	http://edamontology.org/operation_3935		Systems_biology	operations	It could be Dimensionality reduction
MOFA2	matrix factorization	Dimensionality reduction	Yes			No	Yes	No	http://edamontology.org/operation_3935		Systems_biology	operations	It could be Dimensionality reduction
MOFA2	reduction dimension	Dimensionality reduction	Yes			Yes	No	No	http://edamontology.org/operation_3935		Systems_biology	operations	
MOFA2	variance decomposition	Statistical calculation	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_2238		Systems_biology	operations	
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/data_2600	Data not an operation	Systems_biology	operations	
MULTIXRANK	network propagation	Network analysis	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
MULTIXRANK	prioritization algorithm	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	it could be Network analysis
MULTIXRANK, RWR	random walk with restart	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	it could be Network analysis
SNF	consensus network building	Network analysis	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
SNF	fused sample network creation	Network analysis	No	the annotation is a specific subtype of the selected term but also network creation is different from network analysis		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
SNF	kernel-based integration	no_matching_term				No	No	No		no matching annotation	Systems_biology	operations	
SNF	networks fusion	Network analysis	Yes	the annotation is a specific subtype of the selected term		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
SNF	similarity matrices creation	no_matching_term				No	No	No		no matching annotation	Systems_biology	operations	
SNF	similarity networks creation	Network analysis	No	I think this refers to different strategies but it might not be so clear		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	I didn't find network modelling in EDAM
SNF, String.db	clustering	Clustering	Yes			Yes	No	No	http://edamontology.org/operation_3432		Systems_biology	operations	
String.db	confidence scoring	Statistical estimate score	No			No	Yes	No	http://edamontology.org/data_0951	Data not an operation	Systems_biology	operations	
String.db	creation	no_matching_term				No	No	No		no matching operation	Systems_biology	operations	
String.db	data retrieval	Data retrieval	Yes			Yes	No	No	http://edamontology.org/operation_2422		Systems_biology	operations	
String.db	enrichment analysis	Enrichment analysis	Yes			Yes	No	No	http://edamontology.org/operation_3501		Systems_biology	operations	
String.db	exploration of interaction networks	Biological network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
String.db	network construction	Network analysis	Yes	construction and analysis (exploration) are different things		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	"I'm agree with the expert 1 but the definition contains also ""Generate"", so I would say yes"
CarveMe	community modeling	Metabolic network modelling	Yes			No	No	Yes	http://edamontology.org/operation_3660	Operation not a topic	Systems_biology	topics	
CarveMe	genome-scale metabolic modeling	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
CarveMe	microbiology	Microbiology	Yes			Yes	No	No	http://edamontology.org/topic_3301		Systems_biology	topics	
COBRApy	constraint-based modeling	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426	Operation not a topic	Systems_biology	topics	
COBRApy	flux balance analysis	Fluxomics	No	For me these are two different concepts		No	Yes	No	http://edamontology.org/topic_3955		Systems_biology	topics	
COBRApy, CarveMe	metabolic networks	Biological networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
COBRApy, CarveMe	metabolic reconstruction	Metabolic network reconstruction	Yes			Yes	No	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
COBRApy, CarveMe, Cytoscape, Fluxer, GSEA, String.db	systems biology	Systems biology	Yes			Yes	No	No	http://edamontology.org/topic_2259		Systems_biology	topics	
COBRApy, Fluxer	metabolic modelling	Metabolic network modelling	Yes			Yes	No	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
Cytoscape	co-occurrence networks	Molecular interactions, pathways and networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	data integration	Data integration and warehousing	No	"I think in EDAM ""data integration"" is different from what we think about data integration, it's more related to requesting different data sources and databases"		Yes	No	No	http://edamontology.org/topic_3366		Systems_biology	topics	I'm agree withe the expert 1
Cytoscape	graph theory	Molecular interactions, pathways and networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	metabolic pathways	Metabolic pathway prediction	No	Not really prediction.	1.0	No	Yes	No	http://edamontology.org/operation_3929	operation not a topic	Systems_biology	topics	Idem
Cytoscape	molecular interaction networks	Molecular interactions, pathways and networks	Yes			Yes	No	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	network handling	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
Cytoscape	network visualisation	Network visualisation	Yes			Yes	No	No	http://edamontology.org/operation_3925	operation not a topic	Systems_biology	topics	
Cytoscape	protein-protein interactions	Protein interactions	Yes			No	Yes	No	http://edamontology.org/topic_0128		Systems_biology	topics	
Cytoscape	visualization	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337		Systems_biology	topics	
Cytoscape, MULTIXRANK	network biology	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
Cytoscape, MULTIXRANK, RWR	network exploration	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
eggNOG-mapper	functional annotation of proteins	Sequence annotation	Yes			No	Yes	No	http://edamontology.org/operation_0361	operation	Systems_biology	topics	
eggNOG-mapper	metagenomic annotation	Metagenomics	Yes			No	Yes	No	http://edamontology.org/topic_3174		Systems_biology	topics	
eggNOG-mapper	orthology assignment	Gene and protein families	Yes			No	Yes	No	http://edamontology.org/topic_0623		Systems_biology	topics	
eggNOG-mapper	protein function prediction	Protein function prediction	Yes			Yes	No	No	http://edamontology.org/operation_1777	operation not a topic 	Systems_biology	topics	
Fluxer	biochemistry education	Biochemistry	Yes			No	Yes	No	http://edamontology.org/topic_3292		Systems_biology	topics	
Fluxer	metabolic flux analysis	Fluxomics	No	For me these are two different concepts		No	Yes	No	http://edamontology.org/topic_3955		Systems_biology	topics	
Fluxer	pathway visualization	Pathway visualisation	Yes			Yes	No	No	http://edamontology.org/operation_3926	operation not a topic 	Systems_biology	topics	
GSEA	enrichment analysis	Enrichment analysis	Yes			Yes	No	No	http://edamontology.org/operation_3501	operation not a topic	Systems_biology	topics	
GSEA	functional annotation	Gene functional annotation	Yes			No	Yes	No	http://edamontology.org/operation_3672	operation not a topic	Systems_biology	topics	
GSEA	molecular signatures	Molecular interactions, pathways and networks	No	A signature is not necessarily a network		No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	"I'm not sure about ""networks"""
GSEA	pathway analysis	Pathway analysis	Yes			Yes	No	No	http://edamontology.org/operation_3928	operation not a topic	Systems_biology	topics	
GSEA, eggNOG-mapper	functional genomics	Functional genomics	Yes			Yes	No	No	http://edamontology.org/topic_0085		Systems_biology	topics	
MOFA2	dimensionality reduction	Dimensionality reduction	Yes			Yes	No	No	http://edamontology.org/operation_3935	operation not a topic	Systems_biology	topics	
MOFA2	factor analysis	Dimensionality reduction	Yes	I'm not sure here, FA is more precise than dimensionality reduction so it cannot be consider as synonym but it's not wrong as FA is a type of dim red		No	Yes	No	http://edamontology.org/operation_3935	operation not a topic	Systems_biology	topics	
MOFA2	joint dimension reduction	Dimension reduction	Yes			No	Yes	No	http://edamontology.org/operation_3935	operation not a topic	Systems_biology	topics	
MOFA2, SNF 	multi-omics data integration	Multiomics 	Yes	I don't find Multiomics in the EDAM browser and the annotation is more related to a process (integration) than to data (multiomics)		No	Yes	No	http://edamontology.org/topic_4021		Systems_biology	topics	I think this one is ok. The definition of Multiomics in EDAM is multiomics integration
MULTIXRANK	multi-layer networks	Molecular interactions, pathways and networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
MULTIXRANK	node prioritization	Optimisation and refinement	No	I don't think so but I do not see appropriate term in EDAM		No	Yes	No	http://edamontology.org/operation_2425	operation not a topic	Systems_biology	topics	
MULTIXRANK, RWR, SNF	network analysis	Network analysis	Yes			Yes	No	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
RWR	disease gene prediction	Gene prediction	Yes	More precise but could be considered ok		No	Yes	No	http://edamontology.org/operation_2454	operation not a topic	Systems_biology	topics	
RWR	functional module detection	Function analysis	No	part of the annotation could be considered as function analysis but it's more a network method that can then be use for different purposes including function analysis		No	Yes	No	http://edamontology.org/topic_1775		Systems_biology	topics	The definition in EDAM doesn't match - RWR is not doing functional prediction/analysis
RWR	network propagation	Network analysis	Yes	network propagation is one of the many algorithms of network analysis		No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
RWR	prioritization analysis	Optimisation and refinement	No	I don't think so but I do not see appropriate term in EDAM		No	Yes	No	http://edamontology.org/operation_2425	operation not a topic	Systems_biology	topics	
SNF	clustering	Clustering	Yes			Yes	No	No	http://edamontology.org/operation_3432	Operation not a topic	Systems_biology	topics	
SNF	disease subtyping	Rare diseases	No			No	Yes	No	http://edamontology.org/topic_3325		Systems_biology	topics	
SNF	network integration	Network analysis	Yes	network integration is one of the many algorithms of network analysis		No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
SNF	patient stratification	Personalised medicine	Yes			No	Yes	No	http://edamontology.org/topic_3577		Systems_biology	topics	
String.db	functional enrichment	Function analysis	Yes			No	Yes	No	http://edamontology.org/topic_1775		Systems_biology	topics	
String.db	protein-protein interaction networks	Protein interaction network analysis	Yes	Here also, the annotation refers to data whereas the term refers to a process		Yes	No	No	http://edamontology.org/operation_0276	operation not a topic 	Systems_biology	topics	
STAR, Samtools_index, Sniffles2, bwa	alignment file	Sequence alignment	Yes	We suggest narrower term: http://edamontology.org/data_0863		No	No	Yes	http://edamontology.org/data_0863		Genetic_variant	data	
htseq-count	alignments sequence	Sequence alignment	Yes	We suggest broader term: http://edamontology.org/data_0863		No	Yes	No	http://edamontology.org/data_0863		Genetic_variant	data	
Bedtools_annotate	annotated intervals	Annotation track	Yes			No	Yes	No	http://edamontology.org/data_3002		Genetic_variant	data	
Bedtools_annotate	annotation tracks	Annotation track	Yes			Yes	No	No	http://edamontology.org/data_3002		Genetic_variant	data	
Canu	assembled contigs	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/data_0925		Genetic_variant	data	
Canu	assembled scaffolds	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/data_0925		Genetic_variant	data	
Bedtools_annotate	coverage statistics	Sequence assembly report	Yes			No	Yes	No	http://edamontology.org/data_3181		Genetic_variant	data	
ClusterProfiler, deseq2	differential expression results	Differential gene expression profiling	No	No mapping found for statistical results.		No	No	Yes	http://edamontology.org/operation_3223	operation not a data	Genetic_variant	data	
ClusterProfiler	enrichment results	Enrichment report	Yes	Should be: http://edamontology.org/data_3753 . The below terms also apply		No	Yes	No	http://edamontology.org/data_3753		Genetic_variant	data	
deseq2	experimental design metadata	Sample annotation	Yes	Should be: http://edamontology.org/data_3113		No	Yes	No	http://edamontology.org/data_3113		Genetic_variant	data	
deseq2, htseq-count	expression matrix	Gene expression matrix	Yes			No	No	Yes	http://edamontology.org/data_3112		Genetic_variant	data	
STAR, htseq-count	gene annotation	Gene annotation	Yes			Yes	No	No	http://edamontology.org/data_0916		Genetic_variant	data	
ClusterProfiler	gene lists	Gene ID	No	No mapping found for statistical results. Same as line 9.The file is a list of genes associated to statistical results, so it's not only gene ids.		No	Yes	No	http://edamontology.org/data_2295		Genetic_variant	data	
Bedtools_annotate	genomic features	Nucleic acid features	Yes			No	Yes	No	http://edamontology.org/data_1276		Genetic_variant	data	
Samtools_index	index alignment file	Genome index	Yes	Should be: http://edamontology.org/data_3210		No	Yes	No	http://edamontology.org/data_3210		Genetic_variant	data	
deseq2	normalize expression matrix	Gene expression matrix	Yes			No	No	Yes	http://edamontology.org/data_3112		Genetic_variant	data	
ClusterProfiler	ontology datasets	Ontology data	Yes			No	Yes	No	http://edamontology.org/data_2353		Genetic_variant	data	
Canu	raw long sequencing reads	Sequence trace	Yes	"The naming ""trace"" is surprising to us, but the edam term definition fits."		No	Yes	No	http://edamontology.org/data_0924		Genetic_variant	data	
Minimap2	raw reads	Sequence trace	Yes	"The naming ""trace"" is surprising to us, but the edam term definition fits."		No	Yes	No	http://edamontology.org/data_0924		Genetic_variant	data	
STAR	raw sequencing reads	Sequence trace	Yes	"The naming ""trace"" is surprising to us, but the edam term definition fits."		No	Yes	No	http://edamontology.org/data_0924		Genetic_variant	data	
Minimap2, STAR, Sniffles2, bwa	reference genome	RH scores	Yes	More specific: http://edamontology.org/data_0925		No	Yes	No	http://edamontology.org/data_0926		Genetic_variant	data	
Minimap2	reference reads	Sequence set (nucleic acid)	Yes	More specific: http://edamontology.org/data_1234		No	Yes	No	http://edamontology.org/data_1234		Genetic_variant	data	
Minimap2	sequence alignment formats	Sequence alignment	Yes	We suggest: http://edamontology.org/data_0863		No	Yes	No	http://edamontology.org/data_0863		Genetic_variant	data	
Bedtools_annotate	sequence variants	Sequence variations	Yes			No	Yes	No	http://edamontology.org/data_3498		Genetic_variant	data	
bwa	short sequencing reads	Sequence trace	Yes	"The naming ""trace"" is surprising to us, but the edam term definition fits."		No	Yes	No	http://edamontology.org/data_0924		Genetic_variant	data	
Sniffles2	structural sequence variants	Sequence variations	Yes			No	Yes	No	http://edamontology.org/data_3498		Genetic_variant	data	
Canu	unassembled corrected reads	Sequence set (nucleic acid)	Yes	The corrected reads is not what the sequencing machine produces. We suggest: http://edamontology.org/data_1234		No	Yes	No	http://edamontology.org/data_1234		Genetic_variant	data	
ClusterProfiler	visualizations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337	operation not a data	Genetic_variant	data	
Samtools_index	bai	BAI	Yes			Yes	No	No	http://edamontology.org/format_3327		Genetic_variant	formats	
STAR, Samtools_index, Sniffles2, htseq-count	bam	BAM	Yes			Yes	No	No	http://edamontology.org/format_2572		Genetic_variant	formats	
Bedtools_annotate, Sniffles2	bed	BED	Yes			No	No	No	http://edamontology.org/format_3003		Genetic_variant	formats	
Samtools_index	crai	Data index format	Yes	Suggested higher level term: http://edamontology.org/format_3326 . There should be an annotation at the same level as .bai		No	Yes	No	http://edamontology.org/format_3326		Genetic_variant	formats	
Samtools_index	cram	CRAM	Yes			Yes	No	No	http://edamontology.org/format_3462		Genetic_variant	formats	
Samtools_index	csi	Data index format	Yes	Suggested higher level term: http://edamontology.org/format_3326 . There should be an annotation at the same level as .bai		No	Yes	No	http://edamontology.org/format_3326		Genetic_variant	formats	
ClusterProfiler, deseq2	dsv	DSV	Yes			Yes	No	No	http://edamontology.org/format_3751		Genetic_variant	formats	
Canu, Minimap2, STAR, Sniffles2, bwa	fasta	FASTA	Yes			Yes	No	No	http://edamontology.org/format_1929		Genetic_variant	formats	
Canu, Minimap2, STAR, bwa	fastq	FASTQ	Yes			Yes	No	No	http://edamontology.org/format_1930		Genetic_variant	formats	
Canu	gfa	GFA 2	Yes			No	No	Yes	http://edamontology.org/format_3976		Genetic_variant	formats	
Bedtools_annotate, htseq-count	gff	GFF	Yes			Yes	No	No	http://edamontology.org/format_2305		Genetic_variant	formats	
STAR, htseq-count	gtf	GTF	Yes			Yes	No	No	http://edamontology.org/format_2306		Genetic_variant	formats	
ClusterProfiler	image format	Image format	Yes			Yes	No	No	http://edamontology.org/format_3547		Genetic_variant	formats	
Minimap2	mmi	Data index format	Yes		Suggested higher level term: http://edamontology.org/format_3326 . There should be an annotation at the same level as .bai	No	Yes	No	http://edamontology.org/format_3326		Genetic_variant	formats	
Minimap2	paf		No		Should be specific format uder DSV and at the same level as SAM.	No	No	No	no matching format		Genetic_variant	formats	
Minimap2, STAR, Samtools_index, bwa, htseq-count	sam	SAM	Yes			Yes	No	No	http://edamontology.org/format_2573		Genetic_variant	formats	
Sniffles2	snf		No		Should be specific format uder DSV and at the same level as SAM.	No	No	No	no matching format		Genetic_variant	formats	
htseq-count	tsv	TSV	Yes			Yes	No	No	http://edamontology.org/format_3475		Genetic_variant	formats	
Bedtools_annotate, Sniffles2	vcf	VCF	Yes			Yes	No	No	http://edamontology.org/format_3016		Genetic_variant	formats	
bwa	alignment of dna sequencing to reference sequence (or genome)	Sequence alignment	Yes	bwa, as a whole, should also include 'Indexing' as an operation		No	Yes	No	http://edamontology.org/operation_0292		Genetic_variant	operations	
Minimap2	alignment of long reads to reference sequence (or genome)	Sequence alignment	Yes	minimap2, as a whole, should also include 'Indexing' as an operation		No	Yes	No	http://edamontology.org/operation_0292		Genetic_variant	operations	
STAR	alignment of rna sequencing to reference sequence (or genome)	Sequence alignment	Yes	STAR, as a whole, should also include 'Indexing' as an operation		No	Yes	No	http://edamontology.org/operation_0292		Genetic_variant	operations	
bwa, Minimap2, STAR	indexing	Indexing	Yes			Yes	No	No	http://edamontology.org/operation_0227		Genetic_variant	operations	
ClusterProfiler	biological theme comparison	Gene-set enrichment analysis	No	EDAM annotation too narrow. My annotation too broad, maybe a topic.		No	No	Yes	http://edamontology.org/operation_2436		Genetic_variant	operations	
Canu	contig assembly	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/operation_0310		Genetic_variant	operations	
htseq-count	counting reads in features	RNA-seq read count analysis	Yes			No	No	Yes	http://edamontology.org/operation_3563		Genetic_variant	operations	
ClusterProfiler	data visualization	Data visualisation	Yes			Yes	No	No	http://edamontology.org/topic_0092	topic not an operation	Genetic_variant	operations	
Sniffles2	detection of structural variants from long reads	Structural variation detection	Yes			No	Yes	No	http://edamontology.org/operation_3228		Genetic_variant	operations	
ClusterProfiler	gene set enrichment analysis	Gene-set enrichment analysis	Yes			Yes	No	No	http://edamontology.org/operation_2436		Genetic_variant	operations	
Bedtools_annotate	genomic interval annotation	Genome annotation	Yes		bedtools annotate performs 'Genome annotation' with an aim of 'Genome feature comparison' http://edamontology.org/operation_3194	No	Yes	No	http://edamontology.org/operation_0362		Genetic_variant	operations	
ClusterProfiler	id conversion	ID mapping	Yes			No	Yes	No	http://edamontology.org/operation_3282		Genetic_variant	operations	
Samtools_index	indexing alignment file	Indexing	Yes			No	Yes	No	http://edamontology.org/operation_0227		Genetic_variant	operations	
deseq2	normalization of expression matrix	Standardisation and normalisation	Yes			No	Yes	No	http://edamontology.org/operation_3435		Genetic_variant	operations	
ClusterProfiler	over-representation analysis	Gene-set enrichment analysis	Yes	Under 'Erichment analysis' there should also be a term called 'Over-representation analysis' alongside 'Gene-set enrichment analysis'		No	Yes	No	http://edamontology.org/operation_2436		Genetic_variant	operations	
Canu	read correction	Sequence merging	Yes		Read correction in the context of long-read should fall under Sequence editing --> Sequence merging http://edamontology.org/operation_0232	No	Yes	No	http://edamontology.org/operation_0232		Genetic_variant	operations	
STAR	read mapping	Read mapping	Yes			Yes	No	No	http://edamontology.org/operation_3198		Genetic_variant	operations	
Canu	read trimming	Sequence trimming	Yes		Sequence trimming and Sequence merging fall under Sequence editing	No	Yes	No	http://edamontology.org/operation_3192		Genetic_variant	operations	
ClusterProfiler	semantic similarity analysis	Sequence functional annotation	Yes	We suggest: http://edamontology.org/operation_3672		No	No	Yes	http://edamontology.org/operation_3672		Genetic_variant	operations	
deseq2	statistical differential gene expression detection	Differential gene expression profiling	Yes			No	Yes	No	http://edamontology.org/operation_3223		Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
											Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
						No	No	No			Genetic_variant	operations	
